sample_id,exp_id,assay_id,assay_index,global_index,label,magnification,channel_name,sequence,z_plane,well_diameter_um,x_fov,y_fov,r_fov,x,y,r,filepath
9996_0001_024199,exp-20260204102540-9996,assay-20260204103330-9793,1,24199,dead,4.0,BF,0,0,30.0,4942.0,493.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_024199.png
9996_0001_031334,exp-20260204102540-9996,assay-20260204103330-9793,1,31334,dead,4.0,BF,0,0,30.0,1122.0,2125.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_031334.png
9996_0001_036744,exp-20260204102540-9996,assay-20260204103330-9793,1,36744,dead,4.0,BF,0,0,30.0,352.0,2637.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_036744.png
9996_0001_036999,exp-20260204102540-9996,assay-20260204103330-9793,1,36999,dead,4.0,BF,0,0,30.0,1817.0,2800.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_036999.png
9996_0001_048923,exp-20260204102540-9996,assay-20260204103236-0469,1,48923,dead,4.0,BF,0,0,30.0,3825.0,3297.0,36.0,112.0,112.0,89.6,images/9996_0001_048923.png
9996_0001_064212,exp-20260204102540-9996,assay-20260204103330-9793,1,64212,dead,4.0,BF,0,0,30.0,3574.0,3593.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_064212.png
9996_0001_075328,exp-20260204102540-9996,assay-20260204103330-9793,1,75328,dead,4.0,BF,0,0,30.0,5111.0,992.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_075328.png
9996_0001_080765,exp-20260204102540-9996,assay-20260204103330-9793,1,80765,dead,4.0,BF,0,0,30.0,2174.0,3163.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_080765.png
9996_0001_081207,exp-20260204102540-9996,assay-20260204103330-9793,1,81207,dead,4.0,BF,0,0,30.0,4642.0,2624.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_081207.png
9996_0001_088820,exp-20260204102540-9996,assay-20260204103330-9793,1,88820,dead,4.0,BF,0,0,30.0,4649.0,3627.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_088820.png
9996_0001_097919,exp-20260204102540-9996,assay-20260204103330-9793,1,97919,dead,4.0,BF,0,0,30.0,4045.0,1418.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_097919.png
9996_0001_100393,exp-20260204102540-9996,assay-20260204103330-9793,1,100393,dead,4.0,BF,0,0,30.0,948.0,2073.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_100393.png
9996_0001_010370,exp-20260204102540-9996,assay-20260204103330-9793,1,10370,dead,4.0,BF,0,0,30.0,2352.0,1999.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_010370.png
9996_0001_019149,exp-20260204102540-9996,assay-20260204103330-9793,1,19149,dead,4.0,BF,0,0,30.0,1752.0,3669.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_019149.png
9996_0001_031990,exp-20260204102540-9996,assay-20260204103330-9793,1,31990,dead,4.0,BF,0,0,30.0,3377.0,2345.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_031990.png
9996_0001_032859,exp-20260204102540-9996,assay-20260204103330-9793,1,32859,dead,4.0,BF,0,0,30.0,2346.0,2501.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_032859.png
9996_0001_060855,exp-20260204102540-9996,assay-20260204103330-9793,1,60855,dead,4.0,BF,0,0,30.0,3983.0,3099.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_060855.png
9996_0001_062078,exp-20260204102540-9996,assay-20260204103330-9793,1,62078,dead,4.0,BF,0,0,30.0,2454.0,3083.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_062078.png
9996_0001_066060,exp-20260204102540-9996,assay-20260204103330-9793,1,66060,dead,4.0,BF,0,0,30.0,1043.0,3528.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_066060.png
9996_0001_069623,exp-20260204102540-9996,assay-20260204103330-9793,1,69623,dead,4.0,BF,0,0,30.0,2799.0,909.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_069623.png
9996_0001_074179,exp-20260204102540-9996,assay-20260204103330-9793,1,74179,dead,4.0,BF,0,0,30.0,3939.0,1276.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_074179.png
9996_0001_077907,exp-20260204102540-9996,assay-20260204103330-9793,1,77907,dead,4.0,BF,0,0,30.0,4990.0,2336.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_077907.png
9996_0001_080891,exp-20260204102540-9996,assay-20260204103330-9793,1,80891,dead,4.0,BF,0,0,30.0,2880.0,2915.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_080891.png
9996_0001_081042,exp-20260204102540-9996,assay-20260204103330-9793,1,81042,dead,4.0,BF,0,0,30.0,3350.0,2766.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_081042.png
9996_0001_089517,exp-20260204102540-9996,assay-20260204103330-9793,1,89517,dead,4.0,BF,0,0,30.0,904.0,931.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_089517.png
9996_0001_101081,exp-20260204102540-9996,assay-20260204103330-9793,1,101081,dead,4.0,BF,0,0,30.0,3378.0,2398.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_101081.png
9996_0001_113980,exp-20260204102540-9996,assay-20260204103330-9793,1,113980,dead,4.0,BF,0,0,30.0,1804.0,3016.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_113980.png
9996_0001_001274,exp-20260204102540-9996,assay-20260204103236-0469,1,1274,dead,4.0,BF,0,0,30.0,4409.0,1077.0,36.0,112.0,112.0,89.6,images/9996_0001_001274.png
9996_0001_007610,exp-20260204102540-9996,assay-20260204103330-9793,1,7610,dead,4.0,BF,0,0,30.0,970.0,1404.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_007610.png
9996_0001_010463,exp-20260204102540-9996,assay-20260204103236-0469,1,10463,dead,4.0,BF,0,0,30.0,2031.0,883.0,36.0,112.0,112.0,89.6,images/9996_0001_010463.png
9996_0001_011878,exp-20260204102540-9996,assay-20260204103330-9793,1,11878,dead,4.0,BF,0,0,30.0,4280.0,2279.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_011878.png
9996_0001_021132,exp-20260204102540-9996,assay-20260204103330-9793,1,21132,dead,4.0,BF,0,0,30.0,1540.0,3437.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_021132.png
9996_0001_021502,exp-20260204102540-9996,assay-20260204103330-9793,1,21502,dead,4.0,BF,0,0,30.0,2942.0,4006.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_021502.png
9996_0001_024046,exp-20260204102540-9996,assay-20260204103330-9793,1,24046,dead,4.0,BF,0,0,30.0,3505.0,685.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_024046.png
9996_0001_032349,exp-20260204102540-9996,assay-20260204103330-9793,1,32349,dead,4.0,BF,0,0,30.0,1119.0,2086.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_032349.png
9996_0001_035835,exp-20260204102540-9996,assay-20260204103330-9793,1,35835,dead,4.0,BF,0,0,30.0,617.0,3033.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_035835.png
9996_0001_044712,exp-20260204102540-9996,assay-20260204103330-9793,1,44712,dead,4.0,BF,0,0,30.0,845.0,515.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_044712.png
9996_0001_049381,exp-20260204102540-9996,assay-20260204103236-0469,1,49381,dead,4.0,BF,0,0,30.0,2799.0,3559.0,36.0,112.0,112.0,89.6,images/9996_0001_049381.png
9996_0001_054538,exp-20260204102540-9996,assay-20260204103330-9793,1,54538,dead,4.0,BF,0,0,30.0,4407.0,2368.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_054538.png
9996_0001_055757,exp-20260204102540-9996,assay-20260204103330-9793,1,55757,dead,4.0,BF,0,0,30.0,590.0,2260.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_055757.png
9996_0001_059618,exp-20260204102540-9996,assay-20260204103330-9793,1,59618,dead,4.0,BF,0,0,30.0,2758.0,3076.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_059618.png
9996_0001_078564,exp-20260204102540-9996,assay-20260204103330-9793,1,78564,dead,4.0,BF,0,0,30.0,3437.0,1776.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_078564.png
9996_0001_116775,exp-20260204102540-9996,assay-20260204103330-9793,1,116775,dead,4.0,BF,0,0,30.0,3531.0,3628.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_116775.png
9996_0001_118773,exp-20260204102540-9996,assay-20260204103330-9793,1,118773,dead,4.0,BF,0,0,30.0,3354.0,3534.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_118773.png
9996_0001_001536,exp-20260204102540-9996,assay-20260204103236-0469,1,1536,dead,4.0,BF,0,0,30.0,2816.0,1070.0,36.0,112.0,112.0,89.6,images/9996_0001_001536.png
9996_0001_010750,exp-20260204102540-9996,assay-20260204103236-0469,1,10750,dead,4.0,BF,0,0,30.0,4973.0,1141.0,36.0,112.0,112.0,89.6,images/9996_0001_010750.png
9996_0001_014805,exp-20260204102540-9996,assay-20260204103236-0469,1,14805,dead,4.0,BF,0,0,30.0,3414.0,2124.0,36.0,112.0,112.0,89.6,images/9996_0001_014805.png
9996_0001_015666,exp-20260204102540-9996,assay-20260204103330-9793,1,15666,dead,4.0,BF,0,0,30.0,1579.0,2767.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_015666.png
9996_0001_041886,exp-20260204102540-9996,assay-20260204103330-9793,1,41886,dead,4.0,BF,0,0,30.0,3774.0,3630.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_041886.png
9996_0001_053400,exp-20260204102540-9996,assay-20260204103330-9793,1,53400,dead,4.0,BF,0,0,30.0,4846.0,1023.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_053400.png
9996_0001_062036,exp-20260204102540-9996,assay-20260204103330-9793,1,62036,dead,4.0,BF,0,0,30.0,2543.0,2931.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_062036.png
9996_0001_068379,exp-20260204102540-9996,assay-20260204103330-9793,1,68379,dead,4.0,BF,0,0,30.0,2013.0,841.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_068379.png
9996_0001_074580,exp-20260204102540-9996,assay-20260204103330-9793,1,74580,dead,4.0,BF,0,0,30.0,740.0,1212.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_074580.png
9996_0001_085046,exp-20260204102540-9996,assay-20260204103330-9793,1,85046,dead,4.0,BF,0,0,30.0,555.0,4014.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_085046.png
9996_0001_094845,exp-20260204102540-9996,assay-20260204103330-9793,1,94845,dead,4.0,BF,0,0,30.0,1283.0,1098.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_094845.png
9996_0001_100092,exp-20260204102540-9996,assay-20260204103330-9793,1,100092,dead,4.0,BF,0,0,30.0,5029.0,1788.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_100092.png
9996_0001_106973,exp-20260204102540-9996,assay-20260204103330-9793,1,106973,dead,4.0,BF,0,0,30.0,3541.0,1869.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_106973.png
9996_0001_112664,exp-20260204102540-9996,assay-20260204103330-9793,1,112664,dead,4.0,BF,0,0,30.0,4911.0,3383.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_112664.png
9996_0001_118205,exp-20260204102540-9996,assay-20260204103330-9793,1,118205,dead,4.0,BF,0,0,30.0,449.0,3427.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_118205.png
9996_0001_118210,exp-20260204102540-9996,assay-20260204103330-9793,1,118210,dead,4.0,BF,0,0,30.0,597.0,3665.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_118210.png
9996_0001_007225,exp-20260204102540-9996,assay-20260204103236-0469,1,7225,dead,4.0,BF,0,0,30.0,3194.0,2825.0,36.0,112.0,112.0,89.6,images/9996_0001_007225.png
9996_0001_011363,exp-20260204102540-9996,assay-20260204103330-9793,1,11363,dead,4.0,BF,0,0,30.0,1785.0,2564.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_011363.png
9996_0001_028631,exp-20260204102540-9996,assay-20260204103330-9793,1,28631,dead,4.0,BF,0,0,30.0,4643.0,1151.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_028631.png
9996_0001_028643,exp-20260204102540-9996,assay-20260204103330-9793,1,28643,dead,4.0,BF,0,0,30.0,4497.0,1201.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_028643.png
9996_0001_048307,exp-20260204102540-9996,assay-20260204103330-9793,1,48307,dead,4.0,BF,0,0,30.0,770.0,889.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_048307.png
9996_0001_050134,exp-20260204102540-9996,assay-20260204103236-0469,1,50134,dead,4.0,BF,0,0,30.0,705.0,4093.0,36.0,112.0,112.0,89.6,images/9996_0001_050134.png
9996_0001_057539,exp-20260204102540-9996,assay-20260204103330-9793,1,57539,dead,4.0,BF,0,0,30.0,2433.0,2068.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_057539.png
9996_0001_058766,exp-20260204102540-9996,assay-20260204103330-9793,1,58766,dead,4.0,BF,0,0,30.0,3933.0,2972.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_058766.png
9996_0001_070244,exp-20260204102540-9996,assay-20260204103330-9793,1,70244,dead,4.0,BF,0,0,30.0,1687.0,202.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_070244.png
9996_0001_073437,exp-20260204102540-9996,assay-20260204103330-9793,1,73437,dead,4.0,BF,0,0,30.0,4763.0,1574.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_073437.png
9996_0001_091109,exp-20260204102540-9996,assay-20260204103330-9793,1,91109,dead,4.0,BF,0,0,30.0,3631.0,812.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_091109.png
9996_0001_102139,exp-20260204102540-9996,assay-20260204103330-9793,1,102139,dead,4.0,BF,0,0,30.0,4318.0,1812.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_102139.png
9996_0001_107562,exp-20260204102540-9996,assay-20260204103330-9793,1,107562,dead,4.0,BF,0,0,30.0,1408.0,3929.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_107562.png
9996_0001_000312,exp-20260204102540-9996,assay-20260204103236-0469,1,312,dead,4.0,BF,0,0,30.0,3731.0,893.0,36.0,112.0,112.0,89.6,images/9996_0001_000312.png
9996_0001_007671,exp-20260204102540-9996,assay-20260204103330-9793,1,7671,dead,4.0,BF,0,0,30.0,1144.0,1609.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_007671.png
9996_0001_009866,exp-20260204102540-9996,assay-20260204103330-9793,1,9866,dead,4.0,BF,0,0,30.0,4492.0,2408.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_009866.png
9996_0001_011335,exp-20260204102540-9996,assay-20260204103330-9793,1,11335,dead,4.0,BF,0,0,30.0,1844.0,2463.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_011335.png
9996_0001_015688,exp-20260204102540-9996,assay-20260204103330-9793,1,15688,dead,4.0,BF,0,0,30.0,2018.0,2821.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_015688.png
9996_0001_020335,exp-20260204102540-9996,assay-20260204103330-9793,1,20335,dead,4.0,BF,0,0,30.0,2539.0,3534.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_020335.png
9996_0001_035799,exp-20260204102540-9996,assay-20260204103330-9793,1,35799,dead,4.0,BF,0,0,30.0,1058.0,2884.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_035799.png
9996_0001_050380,exp-20260204102540-9996,assay-20260204103236-0469,1,50380,dead,4.0,BF,0,0,30.0,3387.0,4043.0,36.0,112.0,112.0,89.6,images/9996_0001_050380.png
9996_0001_059632,exp-20260204102540-9996,assay-20260204103330-9793,1,59632,dead,4.0,BF,0,0,30.0,2727.0,3127.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_059632.png
9996_0001_069258,exp-20260204102540-9996,assay-20260204103330-9793,1,69258,dead,4.0,BF,0,0,30.0,1690.0,342.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_069258.png
9996_0001_071325,exp-20260204102540-9996,assay-20260204103330-9793,1,71325,dead,4.0,BF,0,0,30.0,5058.0,419.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_071325.png
9996_0001_071854,exp-20260204102540-9996,assay-20260204103330-9793,1,71854,dead,4.0,BF,0,0,30.0,1717.0,1740.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_071854.png
9996_0001_075460,exp-20260204102540-9996,assay-20260204103330-9793,1,75460,dead,4.0,BF,0,0,30.0,4344.0,1493.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_075460.png
9996_0001_076529,exp-20260204102540-9996,assay-20260204103330-9793,1,76529,dead,4.0,BF,0,0,30.0,3030.0,2509.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_076529.png
9996_0001_081792,exp-20260204102540-9996,assay-20260204103330-9793,1,81792,dead,4.0,BF,0,0,30.0,2024.0,3172.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_081792.png
9996_0001_085372,exp-20260204102540-9996,assay-20260204103330-9793,1,85372,dead,4.0,BF,0,0,30.0,2902.0,3727.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_085372.png
9996_0001_085416,exp-20260204102540-9996,assay-20260204103330-9793,1,85416,dead,4.0,BF,0,0,30.0,2930.0,3880.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_085416.png
9996_0001_086575,exp-20260204102540-9996,assay-20260204103330-9793,1,86575,dead,4.0,BF,0,0,30.0,3837.0,3645.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_086575.png
9996_0001_086867,exp-20260204102540-9996,assay-20260204103330-9793,1,86867,dead,4.0,BF,0,0,30.0,4919.0,3959.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_086867.png
9996_0001_098046,exp-20260204102540-9996,assay-20260204103330-9793,1,98046,dead,4.0,BF,0,0,30.0,3836.0,1873.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_098046.png
9996_0001_100467,exp-20260204102540-9996,assay-20260204103330-9793,1,100467,dead,4.0,BF,0,0,30.0,1033.0,2328.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_100467.png
9996_0001_112147,exp-20260204102540-9996,assay-20260204103330-9793,1,112147,dead,4.0,BF,0,0,30.0,2421.0,3011.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_112147.png
9996_0001_113230,exp-20260204102540-9996,assay-20260204103330-9793,1,113230,dead,4.0,BF,0,0,30.0,3005.0,3221.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_113230.png
9996_0001_000022,exp-20260204102540-9996,assay-20260204103330-9793,1,22,dead,4.0,BF,0,0,30.0,726.0,499.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_000022.png
9996_0001_005678,exp-20260204102540-9996,assay-20260204103330-9793,1,5678,dead,4.0,BF,0,0,30.0,771.0,1836.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_005678.png
9996_0001_020868,exp-20260204102540-9996,assay-20260204103330-9793,1,20868,dead,4.0,BF,0,0,30.0,4266.0,4004.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_020868.png
9996_0001_021490,exp-20260204102540-9996,assay-20260204103330-9793,1,21490,dead,4.0,BF,0,0,30.0,312.0,4112.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_021490.png
9996_0001_027001,exp-20260204102540-9996,assay-20260204103330-9793,1,27001,dead,4.0,BF,0,0,30.0,1394.0,1164.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_027001.png
9996_0001_041772,exp-20260204102540-9996,assay-20260204103330-9793,1,41772,dead,4.0,BF,0,0,30.0,2921.0,3928.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_041772.png
9996_0001_046100,exp-20260204102540-9996,assay-20260204103330-9793,1,46100,dead,4.0,BF,0,0,30.0,2544.0,386.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_046100.png
9996_0001_051168,exp-20260204102540-9996,assay-20260204103330-9793,1,51168,dead,4.0,BF,0,0,30.0,1040.0,1048.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_051168.png
9996_0001_063198,exp-20260204102540-9996,assay-20260204103330-9793,1,63198,dead,4.0,BF,0,0,30.0,3635.0,3631.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_063198.png
9996_0001_065444,exp-20260204102540-9996,assay-20260204103330-9793,1,65444,dead,4.0,BF,0,0,30.0,4507.0,3611.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_065444.png
9996_0001_071440,exp-20260204102540-9996,assay-20260204103330-9793,1,71440,dead,4.0,BF,0,0,30.0,4996.0,825.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_071440.png
9996_0001_076481,exp-20260204102540-9996,assay-20260204103330-9793,1,76481,dead,4.0,BF,0,0,30.0,2767.0,2357.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_076481.png
9996_0001_077207,exp-20260204102540-9996,assay-20260204103330-9793,1,77207,dead,4.0,BF,0,0,30.0,1857.0,2006.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_077207.png
9996_0001_078108,exp-20260204102540-9996,assay-20260204103330-9793,1,78108,dead,4.0,BF,0,0,30.0,999.0,2265.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_078108.png
9996_0001_081067,exp-20260204102540-9996,assay-20260204103330-9793,1,81067,dead,4.0,BF,0,0,30.0,3965.0,2821.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_081067.png
9996_0001_082835,exp-20260204102540-9996,assay-20260204103330-9793,1,82835,dead,4.0,BF,0,0,30.0,2932.0,2533.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_082835.png
9996_0001_086851,exp-20260204102540-9996,assay-20260204103330-9793,1,86851,dead,4.0,BF,0,0,30.0,4831.0,3907.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_086851.png
9996_0001_087759,exp-20260204102540-9996,assay-20260204103330-9793,1,87759,dead,4.0,BF,0,0,30.0,4507.0,3511.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_087759.png
9996_0001_089729,exp-20260204102540-9996,assay-20260204103330-9793,1,89729,dead,4.0,BF,0,0,30.0,2522.0,285.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_089729.png
9996_0001_096566,exp-20260204102540-9996,assay-20260204103330-9793,1,96566,dead,4.0,BF,0,0,30.0,3913.0,1435.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_096566.png
9996_0001_009074,exp-20260204102540-9996,assay-20260204103236-0469,1,9074,dead,4.0,BF,0,0,30.0,2655.0,3884.0,36.0,112.0,112.0,89.6,images/9996_0001_009074.png
9996_0001_012258,exp-20260204102540-9996,assay-20260204103330-9793,1,12258,dead,4.0,BF,0,0,30.0,1551.0,2118.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_012258.png
9996_0001_013563,exp-20260204102540-9996,assay-20260204103330-9793,1,13563,dead,4.0,BF,0,0,30.0,586.0,3290.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_013563.png
9996_0001_015529,exp-20260204102540-9996,assay-20260204103330-9793,1,15529,dead,4.0,BF,0,0,30.0,1078.0,2965.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_015529.png
9996_0001_020129,exp-20260204102540-9996,assay-20260204103330-9793,1,20129,dead,4.0,BF,0,0,30.0,1397.0,3525.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_020129.png
9996_0001_040954,exp-20260204102540-9996,assay-20260204103330-9793,1,40954,dead,4.0,BF,0,0,30.0,3541.0,3972.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_040954.png
9996_0001_046373,exp-20260204102540-9996,assay-20260204103236-0469,1,46373,dead,4.0,BF,0,0,30.0,1990.0,3582.0,36.0,112.0,112.0,89.6,images/9996_0001_046373.png
9996_0001_047423,exp-20260204102540-9996,assay-20260204103236-0469,1,47423,dead,4.0,BF,0,0,30.0,1926.0,2942.0,36.0,112.0,112.0,89.6,images/9996_0001_047423.png
9996_0001_050095,exp-20260204102540-9996,assay-20260204103236-0469,1,50095,dead,4.0,BF,0,0,30.0,619.0,3787.0,36.0,112.0,112.0,89.6,images/9996_0001_050095.png
9996_0001_050419,exp-20260204102540-9996,assay-20260204103236-0469,1,50419,dead,4.0,BF,0,0,30.0,4403.0,3672.0,36.0,112.0,112.0,89.6,images/9996_0001_050419.png
9996_0001_054432,exp-20260204102540-9996,assay-20260204103330-9793,1,54432,dead,4.0,BF,0,0,30.0,4996.0,1968.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_054432.png
9996_0001_056131,exp-20260204102540-9996,assay-20260204103330-9793,1,56131,dead,4.0,BF,0,0,30.0,2349.0,2173.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_056131.png
9996_0001_059907,exp-20260204102540-9996,assay-20260204103330-9793,1,59907,dead,4.0,BF,0,0,30.0,4636.0,2685.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_059907.png
9996_0001_063340,exp-20260204102540-9996,assay-20260204103330-9793,1,63340,dead,4.0,BF,0,0,30.0,4427.0,3434.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_063340.png
9996_0001_064130,exp-20260204102540-9996,assay-20260204103330-9793,1,64130,dead,4.0,BF,0,0,30.0,2897.0,3992.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_064130.png
9996_0001_065392,exp-20260204102540-9996,assay-20260204103330-9793,1,65392,dead,4.0,BF,0,0,30.0,4860.0,3412.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_065392.png
9996_0001_076955,exp-20260204102540-9996,assay-20260204103330-9793,1,76955,dead,4.0,BF,0,0,30.0,569.0,1843.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_076955.png
9996_0001_107483,exp-20260204102540-9996,assay-20260204103330-9793,1,107483,dead,4.0,BF,0,0,30.0,1879.0,3629.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_107483.png
9996_0001_117409,exp-20260204102540-9996,assay-20260204103330-9793,1,117409,dead,4.0,BF,0,0,30.0,1360.0,3718.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_117409.png
9996_0001_000572,exp-20260204102540-9996,assay-20260204103330-9793,1,572,dead,4.0,BF,0,0,30.0,2597.0,1023.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_000572.png
9996_0001_002155,exp-20260204102540-9996,assay-20260204103236-0469,1,2155,dead,4.0,BF,0,0,30.0,3595.0,1272.0,36.0,112.0,112.0,89.6,images/9996_0001_002155.png
9996_0001_005918,exp-20260204102540-9996,assay-20260204103330-9793,1,5918,dead,4.0,BF,0,0,30.0,2329.0,1291.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_005918.png
9996_0001_020279,exp-20260204102540-9996,assay-20260204103330-9793,1,20279,dead,4.0,BF,0,0,30.0,1685.0,4034.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_020279.png
9996_0001_027853,exp-20260204102540-9996,assay-20260204103330-9793,1,27853,dead,4.0,BF,0,0,30.0,1067.0,1224.0,21.0,112.0,112.0,52.266666666666666,images/9996_0001_027853.png
9996_0001_049478,exp-20260204102540-9996,assay-20260204103236-0469,1,49478,dead,4.0,BF,0,0,30.0,3898.0,3646.0,36.0,112.0,112.0,89.6,images/9996_0001_049478.png
