sample_id,filepath,label,exp_id,mean_intensity,std_intensity,dynamic_range,pct_zero,sharpness,outlier_mean_intensity,outlier_std_intensity,outlier_dynamic_range,outlier_pct_zero,outlier_sharpness,n_outlier_metrics,outlier_in
5738_0000_089729,images/5738_0000_089729.png,live,exp-20260310120827-5738,225.87471589776308,33.1355796646526,255.0,0.193388891104111,291.37359877747343,True,True,False,False,False,2,"mean_intensity,std_intensity"
5738_0000_089759,images/5738_0000_089759.png,dead,exp-20260310120827-5738,227.29919250323996,31.06318126868658,255.0,0.19938191606021335,404.51474403865774,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_089781,images/5738_0000_089781.png,dead,exp-20260310120827-5738,229.41300534247668,33.00969385306014,255.0,0.18339845307391756,415.90643327820754,True,True,False,False,True,3,"mean_intensity,std_intensity,sharpness"
5738_0000_089786,images/5738_0000_089786.png,dead,exp-20260310120827-5738,229.7905544147844,31.67039888729134,255.0,0.1953709056836985,335.26150033846375,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_089788,images/5738_0000_089788.png,dead,exp-20260310120827-5738,215.21130049031052,74.65547418376417,255.0,1.1207097828624797,1380.1402932028948,True,True,False,True,True,4,"mean_intensity,std_intensity,pct_zero,sharpness"
5738_0000_089798,images/5738_0000_089798.png,dead,exp-20260310120827-5738,242.863951680421,31.92604431104194,255.0,0.1833911414105171,473.0446247360849,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_089812,images/5738_0000_089812.png,dead,exp-20260310120827-5738,241.3659708515262,30.043181979294122,255.0,0.1834240484877485,545.5537264793377,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_089822,images/5738_0000_089822.png,dead,exp-20260310120827-5738,224.2391833153886,33.51993868382995,255.0,0.19141045579614788,412.80148034603025,True,True,False,False,True,3,"mean_intensity,std_intensity,sharpness"
5738_0000_089825,images/5738_0000_089825.png,dead,exp-20260310120827-5738,236.59823778008132,32.097842407338824,255.0,0.18937883741328443,333.97683699860755,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_089859,images/5738_0000_089859.png,live,exp-20260310120827-5738,230.0041674144085,31.237836021949704,255.0,0.17945803672907817,659.387053600405,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_089887,images/5738_0000_089887.png,live,exp-20260310120827-5738,225.10416666666666,32.56738099399379,255.0,0.20534290271132377,346.3515055723084,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_089891,images/5738_0000_089891.png,dead,exp-20260310120827-5738,232.1495813397129,31.176483122771696,255.0,0.1933811802232855,338.7836878211047,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_089950,images/5738_0000_089950.png,live,exp-20260310120827-5738,245.80443363502252,29.73893676232541,255.0,0.18340576532036204,434.1889283482007,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_090013,images/5738_0000_090013.png,live,exp-20260310120827-5738,234.77415560074968,28.093385045188807,255.0,0.17745344339434543,236.15604314773546,True,False,False,False,False,1,mean_intensity
5738_0000_090036,images/5738_0000_090036.png,dead,exp-20260310120827-5738,236.20304619126412,32.637925873891156,255.0,0.19138374434321484,402.20907066990316,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_090061,images/5738_0000_090061.png,live,exp-20260310120827-5738,246.92427292841907,29.346829075024907,255.0,0.18338748579743658,376.3249513793744,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_090067,images/5738_0000_090067.png,live,exp-20260310120827-5738,243.3206809935808,28.92757893230263,255.0,0.1873928471751525,356.2967692441986,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_090068,images/5738_0000_090068.png,live,exp-20260310120827-5738,245.9104212771896,29.85115313747441,255.0,0.18741152780269954,246.15707799404112,True,False,False,False,False,1,mean_intensity
5738_0000_090085,images/5738_0000_090085.png,live,exp-20260310120827-5738,246.90204366463962,29.391231971599648,255.0,0.1854251819359984,320.6761463777143,True,False,False,False,False,1,mean_intensity
5738_0000_090086,images/5738_0000_090086.png,live,exp-20260310120827-5738,241.29556601140396,29.92120026812237,255.0,0.17943299174608238,286.79383342556633,True,False,False,False,False,1,mean_intensity
5738_0000_090093,images/5738_0000_090093.png,live,exp-20260310120827-5738,240.936589255457,31.95657102668474,255.0,0.19136848400279077,418.0557707755645,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_090150,images/5738_0000_090150.png,live,exp-20260310120827-5738,241.53897385790344,29.793890435928578,255.0,0.17946519372270633,628.330734707604,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_090154,images/5738_0000_090154.png,live,exp-20260310120827-5738,232.52373641710696,30.214272336961336,255.0,0.1854251819359984,478.1854914135987,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_090173,images/5738_0000_090173.png,dead,exp-20260310120827-5738,246.0704657840166,29.585313510605264,255.0,0.19939384271813687,249.22233038577122,True,False,False,False,False,1,mean_intensity
5738_0000_090203,images/5738_0000_090203.png,live,exp-20260310120827-5738,250.11225628962163,27.64770327330441,255.0,0.19137992902994297,531.1151612223257,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_090223,images/5738_0000_090223.png,live,exp-20260310120827-5738,244.7705114146147,30.7383348851229,255.0,0.18741900109660053,256.22161312971116,True,False,False,False,False,1,mean_intensity
5738_0000_090258,images/5738_0000_090258.png,live,exp-20260310120827-5738,242.37495514175205,27.001628589071455,255.0,0.183420391562662,467.4660557548279,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_090280,images/5738_0000_090280.png,live,exp-20260310120827-5738,242.3417605423188,29.621808147803065,255.0,0.18741900109660053,199.80579682773887,True,False,False,False,False,1,mean_intensity
5738_0000_090282,images/5738_0000_090282.png,live,exp-20260310120827-5738,243.5176125829795,28.946065574164113,255.0,0.18938261268265455,272.1314317134848,True,False,False,False,False,1,mean_intensity
5738_0000_090285,images/5738_0000_090285.png,live,exp-20260310120827-5738,243.16094566040744,29.641458889404397,255.0,0.17741099549495673,290.38791119770843,True,False,False,False,False,1,mean_intensity
5738_0000_090286,images/5738_0000_090286.png,live,exp-20260310120827-5738,242.8169766561011,31.72404482860684,255.0,0.19137611386878775,322.01298748049953,True,False,False,False,False,1,mean_intensity
5738_0000_090313,images/5738_0000_090313.png,live,exp-20260310120827-5738,236.6784090909091,30.74075418145181,255.0,0.1854066985645933,236.63773355491008,True,False,False,False,False,1,mean_intensity
5738_0000_093800,images/5738_0000_093800.png,live,exp-20260310120827-5738,195.18038707102954,34.44966837644194,255.0,0.2194732641660016,254.1491425265975,False,True,False,True,False,2,"std_intensity,pct_zero"
5738_0000_093834,images/5738_0000_093834.png,live,exp-20260310120827-5738,191.48025105940673,32.38594439105085,255.0,0.21188134644599027,341.07126987625225,False,False,False,False,True,1,sharpness
5738_0000_093868,images/5738_0000_093868.png,dead,exp-20260310120827-5738,200.22687818018557,31.53478823937827,255.0,0.1915594133492966,484.6941366005879,False,False,False,False,True,1,sharpness
5738_0000_093885,images/5738_0000_093885.png,live,exp-20260310120827-5738,219.56502841192304,33.522314983172244,255.0,0.20735719270262185,531.7490317142122,True,True,False,False,True,3,"mean_intensity,std_intensity,sharpness"
5738_0000_093897,images/5738_0000_093897.png,dead,exp-20260310120827-5738,201.99122422114962,34.12511856848795,255.0,0.19346603374685867,382.80041399811734,False,True,False,False,True,2,"std_intensity,sharpness"
5738_0000_093948,images/5738_0000_093948.png,live,exp-20260310120827-5738,180.19553217871285,34.094119863656886,255.0,0.20799168033278667,258.4436160911216,False,True,False,False,False,1,std_intensity
5738_0000_093973,images/5738_0000_093973.png,dead,exp-20260310120827-5738,216.02650578380533,29.983536159740524,255.0,0.1814918228958915,551.5633252277838,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_093983,images/5738_0000_093983.png,dead,exp-20260310120827-5738,196.22897121641583,33.50921230791491,255.0,0.20360094215337937,404.29508509119034,False,True,False,False,True,2,"std_intensity,sharpness"
5738_0000_093986,images/5738_0000_093986.png,dead,exp-20260310120827-5738,194.24544636609016,33.28683844891281,255.0,0.2259322203338998,323.7126115652196,False,True,False,True,False,2,"std_intensity,pct_zero"
5738_0000_094033,images/5738_0000_094033.png,dead,exp-20260310120827-5738,218.32588368986623,34.01022626276537,255.0,0.20933431687234594,527.7095106402676,True,True,False,False,True,3,"mean_intensity,std_intensity,sharpness"
5738_0000_094036,images/5738_0000_094036.png,dead,exp-20260310120827-5738,218.7699656933142,29.62054246816902,255.0,0.1775171533429073,558.4512561288885,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094037,images/5738_0000_094037.png,dead,exp-20260310120827-5738,210.86853130112118,32.203098186398535,255.0,0.20947213023181582,534.9709413659849,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094049,images/5738_0000_094049.png,dead,exp-20260310120827-5738,219.709021296961,30.841871966836024,255.0,0.17946877243359655,500.0465924737749,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094050,images/5738_0000_094050.png,live,exp-20260310120827-5738,219.0693677347317,33.25020316930363,255.0,0.21334715769744583,563.1963146694021,True,True,False,False,True,3,"mean_intensity,std_intensity,sharpness"
5738_0000_094062,images/5738_0000_094062.png,live,exp-20260310120827-5738,225.65113543473493,29.850144949977057,255.0,0.2013677054050282,533.3099624024567,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094068,images/5738_0000_094068.png,dead,exp-20260310120827-5738,223.6836417291434,31.758299401379382,255.0,0.1834423353006859,570.7113829091998,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094074,images/5738_0000_094074.png,dead,exp-20260310120827-5738,237.81612105745842,28.78169283465074,255.0,0.183420391562662,554.1829861881207,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094130,images/5738_0000_094130.png,dead,exp-20260310120827-5738,224.01647157357368,30.265527610380307,255.0,0.18744890023331406,547.2504630046468,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094203,images/5738_0000_094203.png,dead,exp-20260310120827-5738,236.4116849721929,31.742274005844614,255.0,0.1913608547451512,358.92939611211887,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094210,images/5738_0000_094210.png,dead,exp-20260310120827-5738,233.7959285400965,29.35287287205396,255.0,0.18343502013797502,444.9038344542855,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094226,images/5738_0000_094226.png,live,exp-20260310120827-5738,228.8959529505582,30.69807436803296,255.0,0.19138755980861244,512.7370096421402,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094242,images/5738_0000_094242.png,dead,exp-20260310120827-5738,247.60238850010967,28.39183274664869,255.0,0.1913990071176506,711.291664875476,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094260,images/5738_0000_094260.png,live,exp-20260310120827-5738,242.4155950316008,29.2197366241552,255.0,0.18143030883027295,401.59835241873674,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094262,images/5738_0000_094262.png,dead,exp-20260310120827-5738,237.4745394369567,31.148181919945756,255.0,0.18342770555865698,232.00269676317765,True,False,False,False,False,1,mean_intensity
5738_0000_094263,images/5738_0000_094263.png,live,exp-20260310120827-5738,246.0697025281123,29.16824766732908,255.0,0.18342770555865698,378.7318100203755,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094267,images/5738_0000_094267.png,dead,exp-20260310120827-5738,243.36640551801128,27.05031503734069,255.0,0.19935011861332055,603.3493649697709,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094289,images/5738_0000_094289.png,dead,exp-20260310120827-5738,237.2826212643793,31.76151675328731,255.0,0.18740405510476685,273.4768496810119,True,False,False,False,False,1,mean_intensity
5738_0000_094296,images/5738_0000_094296.png,dead,exp-20260310120827-5738,232.01331738437003,29.988481010234263,255.0,0.1854066985645933,706.9281243792988,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094299,images/5738_0000_094299.png,dead,exp-20260310120827-5738,238.3211914588193,28.560121065813874,255.0,0.185417788145224,574.0965161770239,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094301,images/5738_0000_094301.png,live,exp-20260310120827-5738,236.30829511465603,28.935413501816125,255.0,0.18943170488534397,391.77085410523534,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094303,images/5738_0000_094303.png,live,exp-20260310120827-5738,247.3708754510836,27.61855022883365,255.0,0.1834240484877485,301.2630621909038,True,False,False,False,False,1,mean_intensity
5738_0000_094318,images/5738_0000_094318.png,dead,exp-20260310120827-5738,250.0513597575564,27.49822681943811,255.0,0.1814339261504107,562.4144961066257,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094319,images/5738_0000_094319.png,dead,exp-20260310120827-5738,236.06677167238217,29.197604478768667,255.0,0.18940904378339582,509.3276529161416,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094321,images/5738_0000_094321.png,dead,exp-20260310120827-5738,248.01473373606873,29.116356723272112,255.0,0.1933927467751261,266.3474474775135,True,False,False,False,False,1,mean_intensity
5738_0000_094328,images/5738_0000_094328.png,dead,exp-20260310120827-5738,241.59020772696462,29.865813127869696,255.0,0.18539930624775727,530.1137381067008,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094333,images/5738_0000_094333.png,dead,exp-20260310120827-5738,241.57761560088534,29.762478075922832,255.0,0.19142190584435007,456.50571443415333,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094348,images/5738_0000_094348.png,live,exp-20260310120827-5738,241.0217278634932,31.709850485321983,255.0,0.18538452338237052,443.07111152460334,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094366,images/5738_0000_094366.png,live,exp-20260310120827-5738,246.76439279164342,29.486582425682496,255.0,0.1953592217526513,298.03722147545056,True,False,False,False,False,1,mean_intensity
5738_0000_094367,images/5738_0000_094367.png,dead,exp-20260310120827-5738,234.01899806630385,31.577738002666468,255.0,0.18738911149652135,679.0296243036672,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094370,images/5738_0000_094370.png,dead,exp-20260310120827-5738,211.8231101764225,74.39492903834751,255.0,1.1099427503212993,1946.4174288415518,True,True,False,True,True,4,"mean_intensity,std_intensity,pct_zero,sharpness"
5738_0000_094372,images/5738_0000_094372.png,dead,exp-20260310120827-5738,206.8284411179979,78.14888629909156,255.0,1.1343702490936733,1492.6076691255469,False,True,False,True,True,3,"std_intensity,pct_zero,sharpness"
5738_0000_094375,images/5738_0000_094375.png,live,exp-20260310120827-5738,235.7882177033493,30.92454714884114,255.0,0.1893939393939394,469.4384834836105,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094387,images/5738_0000_094387.png,dead,exp-20260310120827-5738,242.04868077298926,27.695842516225923,255.0,0.18148096444169673,499.74798234965743,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094403,images/5738_0000_094403.png,live,exp-20260310120827-5738,242.21511442468702,30.048510767872347,255.0,0.18937883741328443,410.83682356497195,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094433,images/5738_0000_094433.png,live,exp-20260310120827-5738,241.21782296650719,30.41861513048708,255.0,0.1993620414673046,300.40933228322837,True,False,False,False,False,1,mean_intensity
5738_0000_094434,images/5738_0000_094434.png,dead,exp-20260310120827-5738,248.07575455524102,28.079081073309645,255.0,0.18938638810254774,358.92283336716054,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094442,images/5738_0000_094442.png,live,exp-20260310120827-5738,250.15427249890345,27.467424216803717,255.0,0.19139519119582118,380.3653594166414,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094457,images/5738_0000_094457.png,live,exp-20260310120827-5738,250.04731238535769,27.677110840278473,255.0,0.18342770555865698,371.10642333576686,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094461,images/5738_0000_094461.png,live,exp-20260310120827-5738,245.15959970496183,28.842902220261607,255.0,0.20134361979945378,368.42684336613024,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094469,images/5738_0000_094469.png,dead,exp-20260310120827-5738,250.08364564229328,27.251138909447278,255.0,0.18140499162746193,254.77078045924898,True,False,False,False,False,1,mean_intensity
5738_0000_094503,images/5738_0000_094503.png,live,exp-20260310120827-5738,246.98470374728277,29.78810464238824,255.0,0.19344674231697345,142.9647542426725,True,False,False,False,False,1,mean_intensity
5738_0000_094505,images/5738_0000_094505.png,live,exp-20260310120827-5738,243.39881154160602,28.96258341883962,255.0,0.19342359767891684,350.5770339740989,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094508,images/5738_0000_094508.png,dead,exp-20260310120827-5738,250.18491566649388,27.338529392517323,255.0,0.17743929183779258,239.16904041558627,True,False,False,False,False,1,mean_intensity
5738_0000_094522,images/5738_0000_094522.png,live,exp-20260310120827-5738,247.07393671113238,29.099539371179493,255.0,0.19142190584435007,156.0700784307948,True,False,False,False,False,1,mean_intensity
5738_0000_094543,images/5738_0000_094543.png,dead,exp-20260310120827-5738,247.05821835872078,28.715469630080808,255.0,0.18342770555865698,489.86275562138604,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094601,images/5738_0000_094601.png,live,exp-20260310120827-5738,231.43833104080696,30.412244417524146,255.0,0.18938261268265455,283.30135370412677,True,False,False,False,False,1,mean_intensity
5738_0000_094622,images/5738_0000_094622.png,live,exp-20260310120827-5738,241.1854502681473,30.352055819040455,255.0,0.1794294144620108,219.39844069856002,True,False,False,False,False,1,mean_intensity
5738_0000_094628,images/5738_0000_094628.png,live,exp-20260310120827-5738,244.964057173614,30.02504592625152,255.0,0.19336961505492095,372.2766105755013,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_094641,images/5738_0000_094641.png,live,exp-20260310120827-5738,237.46441178230262,28.071385380841456,255.0,0.19743533494206567,275.02864879345105,True,False,False,False,False,1,mean_intensity
5738_0000_094649,images/5738_0000_094649.png,live,exp-20260310120827-5738,250.14987636595677,27.38054811569568,255.0,0.18146286990508095,306.66454616291855,True,False,False,False,False,1,mean_intensity
5738_0000_094652,images/5738_0000_094652.png,live,exp-20260310120827-5738,250.1124561263561,26.957916775608858,255.0,0.18746011486917677,293.9361851144993,True,False,False,False,False,1,mean_intensity
5738_0000_094669,images/5738_0000_094669.png,dead,exp-20260310120827-5738,238.42825241750575,31.73193615952151,255.0,0.19340045857840696,157.24029934873803,True,False,False,False,False,1,mean_intensity
5738_0000_094673,images/5738_0000_094673.png,live,exp-20260310120827-5738,245.04814497318634,28.622027265126583,255.0,0.18540300233248938,206.00663377031267,True,False,False,False,False,1,mean_intensity
5738_0000_094680,images/5738_0000_094680.png,live,exp-20260310120827-5738,249.99918253414415,27.74444774633935,255.0,0.18741900109660053,176.8099377665224,True,False,False,False,False,1,mean_intensity
5738_0000_094770,images/5738_0000_094770.png,live,exp-20260310120827-5738,245.2666866028708,27.997300484085958,255.0,0.1893939393939394,263.9517127330132,True,False,False,False,False,1,mean_intensity
5738_0000_094786,images/5738_0000_094786.png,live,exp-20260310120827-5738,237.27907950625163,28.905889147190656,255.0,0.18545476299678945,285.7696010114197,True,False,False,False,False,1,mean_intensity
5738_0000_094797,images/5738_0000_094797.png,live,exp-20260310120827-5738,237.0585150923083,29.13308800698822,255.0,0.1854140914709518,184.6410082324935,True,False,False,False,False,1,mean_intensity
5738_0000_111698,images/5738_0000_111698.png,live,exp-20260310120827-5738,181.42247590157064,30.677873619646,255.0,0.21553874708124615,398.4461486013125,False,False,False,True,True,2,"pct_zero,sharpness"
5738_0000_111776,images/5738_0000_111776.png,live,exp-20260310120827-5738,202.16293782133675,29.395521152560736,255.0,0.18677699228791775,385.5227174840352,False,False,False,False,True,1,sharpness
5738_0000_111793,images/5738_0000_111793.png,live,exp-20260310120827-5738,195.20672932406166,30.300651543888428,255.0,0.20039678563555843,527.6820143644678,False,False,False,False,True,1,sharpness
5738_0000_111803,images/5738_0000_111803.png,live,exp-20260310120827-5738,189.18330599015647,30.494068452180002,255.0,0.19607058541074787,355.5408295392521,False,False,False,False,True,1,sharpness
5738_0000_111805,images/5738_0000_111805.png,live,exp-20260310120827-5738,186.400348041765,32.33610792201107,255.0,0.2300276033123975,441.1629196788313,False,False,False,True,True,2,"pct_zero,sharpness"
5738_0000_111891,images/5738_0000_111891.png,dead,exp-20260310120827-5738,217.2436470259704,27.72947999060356,255.0,0.19747077831411816,540.4994308151278,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_111935,images/5738_0000_111935.png,live,exp-20260310120827-5738,210.00492610837438,31.107995448936027,255.0,0.18547695498693684,558.8878702520886,False,False,False,False,True,1,sharpness
5738_0000_111942,images/5738_0000_111942.png,live,exp-20260310120827-5738,194.23374755264314,32.72367334471691,255.0,0.21776481400087905,443.78458315503144,False,False,False,True,True,2,"pct_zero,sharpness"
5738_0000_111948,images/5738_0000_111948.png,live,exp-20260310120827-5738,215.1284229841042,30.437654122748814,255.0,0.19346217515307446,349.1794889013807,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_111982,images/5738_0000_111982.png,dead,exp-20260310120827-5738,213.86037419715163,29.772934459824175,255.0,0.19747077831411816,580.1989606403673,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_111986,images/5738_0000_111986.png,live,exp-20260310120827-5738,205.2424550695151,31.739425620882667,255.0,0.18550655257016335,346.1798250947483,False,False,False,False,True,1,sharpness
5738_0000_112033,images/5738_0000_112033.png,live,exp-20260310120827-5738,218.60214195967373,29.642455004737958,255.0,0.189465706707086,468.1369275140192,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112038,images/5738_0000_112038.png,dead,exp-20260310120827-5738,211.12664286711473,30.06521893015249,255.0,0.18747133084701142,546.551953102354,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112041,images/5738_0000_112041.png,dead,exp-20260310120827-5738,223.2307922391274,29.51965403741228,255.0,0.197411713094977,461.64288161472865,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112062,images/5738_0000_112062.png,live,exp-20260310120827-5738,232.35600518289644,28.05497838332583,255.0,0.19136848400279077,511.68688496287126,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112088,images/5738_0000_112088.png,dead,exp-20260310120827-5738,229.5817384370016,28.860231046420903,255.0,0.18740031897926634,427.8061031047511,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112096,images/5738_0000_112096.png,live,exp-20260310120827-5738,248.44466371646135,27.28499503686451,255.0,0.18937128732607744,343.27844257048844,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112111,images/5738_0000_112111.png,dead,exp-20260310120827-5738,241.6129829738028,28.712022272996613,255.0,0.1854140914709518,244.62603892968363,True,False,False,False,False,1,mean_intensity
5738_0000_112122,images/5738_0000_112122.png,dead,exp-20260310120827-5738,238.05741741262784,29.18091159207944,255.0,0.19338503558683387,517.9373748942104,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112124,images/5738_0000_112124.png,dead,exp-20260310120827-5738,238.03743869861648,29.043364794689758,255.0,0.19137992902994297,311.9927614558797,True,False,False,False,False,1,mean_intensity
5738_0000_112132,images/5738_0000_112132.png,dead,exp-20260310120827-5738,230.3502192982456,29.56756808545122,255.0,0.18740031897926634,688.1435099336301,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112157,images/5738_0000_112157.png,live,exp-20260310120827-5738,243.48456999322195,28.82356857299908,255.0,0.18938638810254774,517.8479301532846,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112212,images/5738_0000_112212.png,live,exp-20260310120827-5738,239.25001993620415,28.04768506596242,255.0,0.18740031897926634,320.1391612716545,True,False,False,False,False,1,mean_intensity
5738_0000_112214,images/5738_0000_112214.png,dead,exp-20260310120827-5738,232.94227050732582,31.75525325277059,255.0,0.19136848400279077,227.72960494525927,True,False,False,False,False,1,mean_intensity
5738_0000_112229,images/5738_0000_112229.png,live,exp-20260310120827-5738,240.6698703888335,28.703583059294616,255.0,0.18544366899302095,432.98629634996155,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112236,images/5738_0000_112236.png,live,exp-20260310120827-5738,234.6441188197767,28.919761323307046,255.0,0.18740031897926634,434.87061644586015,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112238,images/5738_0000_112238.png,dead,exp-20260310120827-5738,234.6241328442708,28.334571449994062,255.0,0.1873853759668288,405.220752648166,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112242,images/5738_0000_112242.png,live,exp-20260310120827-5738,238.98115916023684,30.339744455320975,255.0,0.20934266403493032,217.01072756056195,True,False,False,False,False,1,mean_intensity
5738_0000_112250,images/5738_0000_112250.png,live,exp-20260310120827-5738,234.77341227125942,29.095975596349216,255.0,0.21129848901646534,363.70486693810403,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112254,images/5738_0000_112254.png,dead,exp-20260310120827-5738,236.43261237914882,28.56846844927954,255.0,0.197348749127878,204.56675534765495,True,False,False,False,False,1,mean_intensity
5738_0000_112277,images/5738_0000_112277.png,live,exp-20260310120827-5738,242.28952718864616,30.208331415483517,255.0,0.19933025035879445,176.02867264684733,True,False,False,False,False,1,mean_intensity
5738_0000_112281,images/5738_0000_112281.png,live,exp-20260310120827-5738,247.09830934247776,28.025650812882656,255.0,0.1874077913792416,269.8826099586208,True,False,False,False,False,1,mean_intensity
5738_0000_112283,images/5738_0000_112283.png,live,exp-20260310120827-5738,249.97506179730485,27.285085945344235,255.0,0.18140499162746193,211.29904627111938,True,False,False,False,False,1,mean_intensity
5738_0000_112296,images/5738_0000_112296.png,live,exp-20260310120827-5738,246.09706744283406,28.36886349491145,255.0,0.18540300233248938,263.29883822963643,True,False,False,False,False,1,mean_intensity
5738_0000_112299,images/5738_0000_112299.png,live,exp-20260310120827-5738,249.71081695307205,28.907745865706442,255.0,0.19536701088473346,275.24619048252646,True,False,False,False,False,1,mean_intensity
5738_0000_112335,images/5738_0000_112335.png,live,exp-20260310120827-5738,242.90259753204552,27.483919466254257,255.0,0.18140860793812172,201.56214608443108,True,False,False,False,False,1,mean_intensity
5738_0000_112337,images/5738_0000_112337.png,live,exp-20260310120827-5738,249.60809921639782,29.011623196636634,255.0,0.18942037365661077,435.64479526267104,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112353,images/5738_0000_112353.png,live,exp-20260310120827-5738,248.1673644338118,27.25522570190468,255.0,0.1814194577352472,226.31415790615384,True,False,False,False,False,1,mean_intensity
5738_0000_112364,images/5738_0000_112364.png,live,exp-20260310120827-5738,248.10284267602265,27.383931843338164,255.0,0.1794115301810063,252.17691426057704,True,False,False,False,False,1,mean_intensity
5738_0000_112369,images/5738_0000_112369.png,live,exp-20260310120827-5738,249.67056759504774,28.27445163574619,255.0,0.18341673478338882,271.28402365525784,True,False,False,False,False,1,mean_intensity
5738_0000_112382,images/5738_0000_112382.png,live,exp-20260310120827-5738,249.60401921888396,28.219624315529234,255.0,0.1794294144620108,288.1987925301686,True,False,False,False,False,1,mean_intensity
5738_0000_112383,images/5738_0000_112383.png,live,exp-20260310120827-5738,247.8725525381824,27.97342254748067,255.0,0.18144116122343182,401.84660086222067,True,False,False,False,True,2,"mean_intensity,sharpness"
5738_0000_112384,images/5738_0000_112384.png,live,exp-20260310120827-5738,240.25009471018683,29.484732860535125,255.0,0.1993898670069587,206.67453862754638,True,False,False,False,False,1,mean_intensity
5738_0000_112388,images/5738_0000_112388.png,dead,exp-20260310120827-5738,233.83894249940187,30.382876225710316,255.0,0.2113406172741048,150.1661047200534,True,False,False,False,False,1,mean_intensity
